1,2,0.8461538461538461,462,2805
1,3,0.8387096774193549,3844,2233
1,4,0.7857142857142857,462,1955
1,5,0.8,462,1862
1,6,0.9,2234,3783
1,7,0.8888888888888888,858,144
1,8,0.9166666666666666,1530,1779
1,9,0.8461538461538461,2234,2335
1,10,0.9166666666666666,2234,220
1,11,0.7727272727272727,100,1110
1,12,0.9,2234,968
1,13,0.8333333333333334,2234,1188
1,14,0.8260869565217391,1058,637
1,15,0.8571428571428572,1622,513
1,16,0.8421052631578947,1008,1087
1,17,0.8571428571428572,3016,5
1,18,0.8888888888888888,2615,3424
1,19,0.8,2402,2512
1,20,0.8823529411764706,2234,3867
2,3,0.6428571428571428,2805,483
2,4,0.6153846153846154,2805,3755
2,5,0.6363636363636364,2918,1862
2,6,0.75,2805,2338
2,7,0.7142857142857143,2805,2818
2,8,0.8,2805,933
2,9,0.4,2805,3849
2,10,0.5714285714285714,2805,2026
2,11,0.8260869565217391,2805,751
2,12,0.6428571428571428,2805,467
2,13,0.75,2805,1459
2,14,0.75,2805,1536
2,15,0.6875,2805,1483
2,16,0.75,2805,16
2,17,0.75,2805,3801
2,18,0.6875,2805,1051
2,19,0.7857142857142857,2805,347
2,20,0.5833333333333333,2805,3751
3,4,0.8333333333333334,483,1955
3,5,0.7692307692307692,483,1862
3,6,0.8461538461538461,38,3148
3,7,0.875,3890,144
3,8,0.8888888888888888,2233,967
3,9,0.8,483,3476
3,10,0.9393939393939394,2233,278
3,11,0.8275862068965517,2233,1250
3,12,0.9230769230769231,1699,1253
3,13,0.8235294117647058,2233,1074
3,14,0.8076923076923077,1359,637
3,15,0.8571428571428572,3501,513
3,16,0.8666666666666667,3363,1087
3,17,0.9,3937,2358
3,18,0.8620689655172413,2851,3855
3,19,0.8461538461538461,2233,3589
3,20,0.9230769230769231,2233,1419
4,5,0.7777777777777778,3389,1862
4,6,0.8125,1955,784
4,7,0.6875,1955,3760
4,8,0.8846153846153846,1955,2177
4,9,0.6,1955,3345
4,10,0.8125,1955,3033
4,11,0.875,1955,2917
4,12,0.625,1955,2716
4,13,0.782608695652174,1955,1471
4,14,0.7272727272727273,1955,2584
4,15,0.7058823529411764,1955,1748
4,16,0.7777777777777778,2996,1087
4,17,0.8333333333333334,3162,2358
4,18,0.7619047619047619,1955,1627
4,19,0.7333333333333334,1955,628
4,20,0.75,1955,3757
5,6,0.75,1862,3254
5,7,0.7272727272727273,1862,0
5,8,0.8461538461538461,1862,933
5,9,0.5555555555555556,1862,3962
5,10,0.8,1862,1011
5,11,0.8461538461538461,1862,2958
5,12,0.625,1862,1223
5,13,0.8,1862,503
5,14,0.6,1862,1413
5,15,0.6666666666666667,1862,2300
5,16,0.7,1862,1432
5,17,0.8,3812,2358
5,18,0.7692307692307692,1862,3683
5,19,0.7272727272727273,1862,347
5,20,0.6666666666666667,1862,1679
6,7,0.7777777777777778,2042,144
6,8,0.8333333333333334,3148,2490
6,9,0.8125,2338,3476
6,10,0.8888888888888888,3148,981
6,11,0.8695652173913043,2591,1110
6,12,0.8571428571428572,781,1253
6,13,0.8636363636363636,3148,3407
6,14,0.8275862068965517,3236,3453
6,15,0.8461538461538461,3148,3694
6,16,0.7857142857142857,2098,1087
6,17,0.8,3148,2904
6,18,0.8095238095238095,3061,3424
6,19,0.8,549,2512
6,20,0.8333333333333334,3148,3903
7,8,0.875,144,2379
7,9,0.7272727272727273,144,2972
7,10,0.7,144,2679
7,11,0.8846153846153846,1854,1110
7,12,0.8181818181818181,144,2821
7,13,0.8181818181818181,144,314
7,14,0.875,2313,637
7,15,0.8,144,2173
7,16,0.75,3770,1087
7,17,0.75,144,827
7,18,0.7857142857142857,144,2854
7,19,0.8,30,2512
7,20,0.8181818181818181,144,2981
8,9,0.8125,1779,1041
8,10,0.8888888888888888,1779,622
8,11,0.8571428571428572,3765,1110
8,12,0.875,1779,968
8,13,0.875,2305,1843
8,14,0.8888888888888888,1304,637
8,15,0.8461538461538461,1779,2450
8,16,0.75,3313,1087
8,17,0.8260869565217391,3416,2358
8,18,0.8260869565217391,2206,3424
8,19,0.8421052631578947,1464,2512
8,20,0.8461538461538461,1779,2791
9,10,0.75,3476,2624
9,11,0.8421052631578947,929,1110
9,12,0.6923076923076923,1047,1223
9,13,0.8260869565217391,1844,1843
9,14,0.8125,3476,170
9,15,0.6666666666666667,3412,2173
9,16,0.6153846153846154,1346,1087
9,17,0.8275862068965517,3202,2358
9,18,0.8333333333333334,891,3424
9,19,0.7857142857142857,3476,2360
9,20,0.7692307692307692,3476,3010
10,11,0.88,1613,1110
10,12,0.8461538461538461,1500,1253
10,13,0.8620689655172413,3085,1843
10,14,0.88,2306,637
10,15,0.7857142857142857,260,513
10,16,0.8421052631578947,1613,1087
10,17,0.8928571428571429,2499,2358
10,18,0.8888888888888888,349,3424
10,19,0.8571428571428572,723,2512
10,20,0.8947368421052632,158,1890
11,12,0.8947368421052632,3340,1253
11,13,0.782608695652174,1110,3100
11,14,0.8181818181818181,1110,171
11,15,0.8235294117647058,607,1389
11,16,0.736842105263158,457,3738
11,17,0.8947368421052632,3463,2358
11,18,0.88,457,3424
11,19,0.8333333333333334,2911,2512
11,20,0.8421052631578947,1110,2789
12,13,0.8333333333333334,1253,2279
12,14,0.9032258064516129,2513,637
12,15,0.9,1740,513
12,16,0.8461538461538461,3766,1087
12,17,0.736842105263158,3590,1966
12,18,0.875,1253,1442
12,19,0.8620689655172413,2513,2512
12,20,0.9,1253,3741
13,14,0.7142857142857143,3358,637
13,15,0.8421052631578947,3347,513
13,16,0.8095238095238095,1843,2148
13,17,0.88,3285,2358
13,18,0.9047619047619048,1284,3424
13,19,0.8260869565217391,2820,2512
13,20,0.7857142857142857,1843,399
14,15,0.8461538461538461,2656,513
14,16,0.8571428571428572,3781,1087
14,17,0.8421052631578947,97,2358
14,18,0.8461538461538461,637,12
14,19,0.8260869565217391,1723,2512
14,20,0.9,637,3711
15,16,0.75,1858,1087
15,17,0.7647058823529411,513,3801
15,18,0.7857142857142857,513,2060
15,19,0.88,2548,2512
15,20,0.75,513,3189
16,17,0.7142857142857143,1087,1966
16,18,0.7142857142857143,1087,286
16,19,0.7692307692307692,1087,2483
16,20,0.6923076923076923,1087,992
17,18,0.8275862068965517,2358,3855
17,19,0.85,1966,2512
17,20,0.75,2358,3664
18,19,0.8214285714285714,3855,2512
18,20,0.7894736842105263,3424,1075
19,20,0.8333333333333334,2512,3317
